v2a1,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4h3,r4m1,r4m2,r4m3,r4t1,r4t2,r4t3,tamhog,tamviv,escolari,rez_esc,hhsize,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,hogar_total,dependency,edjefe,edjefa,meaneduc,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,lugar1,lugar2,lugar3,lugar4,lugar5,lugar6,area1,area2,age,SQBescolari,SQBage,SQBhogar_total,SQBedjefe,SQBhogar_nin,SQBovercrowding,SQBdependency,SQBmeaned,agesq,Target
0.0,0,6,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,16,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9aee1f405,1,3,0,4,0.33333334,16.0,0.0,12.333333,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,56,256,3136,16,256,1,1.7777778999999998,0.11111112,152.1111,3136,2
0.0,0,6,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,7,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9aee1f405,1,3,0,4,0.33333334,16.0,0.0,12.333333,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,13,49,169,16,256,1,1.7777778999999998,0.11111112,152.1111,169,2
0.0,0,6,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,9,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9aee1f405,1,3,0,4,0.33333334,16.0,0.0,12.333333,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,45,81,2025,16,256,1,1.7777778999999998,0.11111112,152.1111,2025,2
0.0,0,6,0,1,1,1,1.0,0,2,2,0,2,2,0,4,4,4,4,12,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9aee1f405,1,3,0,4,0.33333334,16.0,0.0,12.333333,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,20,144,400,16,256,1,1.7777778999999998,0.11111112,152.1111,400,2
0.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a6836fe77,0,3,0,3,0.0,9.0,0.0,9.666667,0,0,1,0,0,0,0,0,0,2,1.5,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,55,36,3025,9,81,0,2.25,0.0,93.44445,3025,4
0.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,9,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a6836fe77,0,3,0,3,0.0,9.0,0.0,9.666667,0,0,0,1,0,0,0,0,0,2,1.5,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,58,81,3364,9,81,0,2.25,0.0,93.44445,3364,4
0.0,0,5,0,1,1,1,1.0,0,2,2,0,1,1,0,3,3,3,3,14,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a6836fe77,0,3,0,3,0.0,9.0,0.0,9.666667,0,0,0,0,0,0,0,1,0,2,1.5,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,27,196,729,9,81,0,2.25,0.0,93.44445,729,4
75000.0,0,4,0,1,0,0,0.0,0,1,1,0,1,1,0,2,2,2,2,0,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4a9892901,0,2,0,2,0.0,0.0,0.0,3.0,1,0,0,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,58,0,3364,4,0,0,1.0,0.0,9.0,3364,1
75000.0,0,4,0,1,0,0,0.0,0,1,1,0,1,1,0,2,2,2,2,6,0.0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4a9892901,0,2,0,2,0.0,0.0,0.0,3.0,0,0,1,0,0,0,0,0,0,2,1.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,29,36,841,4,0,0,1.0,0.0,9.0,841,1
0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,9,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cb69918a7,0,2,0,2,0.0,9.0,0.0,8.5,0,0,0,1,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,57,81,3249,4,81,0,1.0,0.0,72.25,3249,4
0.0,0,4,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,8,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,cb69918a7,0,2,0,2,0.0,9.0,0.0,8.5,0,0,0,1,0,0,0,0,0,2,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,55,64,3025,4,81,0,1.0,0.0,72.25,3025,4
100000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,4,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,a7069253e,1,2,0,3,0.5,11.0,0.0,8.5,0,1,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,11,16,121,9,121,1,2.25,0.25,72.25,121,4
100000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,11,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a7069253e,1,2,0,3,0.5,11.0,0.0,8.5,0,0,0,0,1,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,35,121,1225,9,121,1,2.25,0.25,72.25,1225,4
100000.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,a7069253e,1,2,0,3,0.5,11.0,0.0,8.5,0,0,1,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,35,36,1225,9,121,1,2.25,0.25,72.25,1225,4
0.0,0,6,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,13,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,006555fe2,0,5,2,5,0.66666669,4.0,0.0,10.4,0,0,0,0,0,0,0,1,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,47,169,2209,25,16,0,1.5625,0.44444448,108.15999,2209,4
0.0,0,6,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,17,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,006555fe2,0,5,2,5,0.66666669,4.0,0.0,10.4,0,0,0,0,0,0,0,1,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,47,289,2209,25,16,0,1.5625,0.44444448,108.15999,2209,4
0.0,0,6,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,7,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,006555fe2,0,5,2,5,0.66666669,4.0,0.0,10.4,0,0,0,1,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,40,49,1600,25,16,0,1.5625,0.44444448,108.15999,1600,4
0.0,0,6,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,11,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,006555fe2,0,5,2,5,0.66666669,4.0,0.0,10.4,0,0,0,0,1,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,78,121,6084,25,16,0,1.5625,0.44444448,108.15999,6084,4
0.0,0,6,0,1,1,0,0.0,0,3,3,0,2,2,0,5,5,5,5,4,0.0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,006555fe2,0,5,2,5,0.66666669,4.0,0.0,10.4,0,1,0,0,0,0,0,0,0,4,1.25,1,0,0,0,0,0,1,1,4,1,0,0,0,0,0,1,0,79,16,6241,25,16,0,1.5625,0.44444448,108.15999,6241,4
0.0,0,7,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,17,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,09b82f76a,0,4,1,4,0.33333334,17.0,0.0,15.25,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,65,289,4225,16,289,0,1.7777778999999998,0.11111112,232.5625,4225,4
0.0,0,7,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,16,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,09b82f76a,0,4,1,4,0.33333334,17.0,0.0,15.25,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,37,256,1369,16,289,0,1.7777778999999998,0.11111112,232.5625,1369,4
0.0,0,7,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,17,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,09b82f76a,0,4,1,4,0.33333334,17.0,0.0,15.25,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,31,289,961,16,289,0,1.7777778999999998,0.11111112,232.5625,961,4
0.0,0,7,0,1,1,1,3.0,0,2,2,0,2,2,0,4,4,4,4,11,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,09b82f76a,0,4,1,4,0.33333334,17.0,0.0,15.25,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,1,1,1,5,1,0,0,0,0,0,1,0,64,121,4096,16,289,0,1.7777778999999998,0.11111112,232.5625,4096,4
0.0,0,6,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,14,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,68f017994,0,2,0,2,0.0,17.0,0.0,15.5,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,54,196,2916,4,289,0,0.44444448,0.0,240.25,2916,4
0.0,0,6,0,1,1,0,0.0,0,2,2,0,0,0,0,2,2,2,2,17,0.0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,68f017994,0,2,0,2,0.0,17.0,0.0,15.5,0,0,0,0,0,0,0,0,1,3,0.66666669,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,45,289,2025,4,289,0,0.44444448,0.0,240.25,2025,4
120000.0,0,4,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,15,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9b2021c59,1,2,0,3,0.5,15.0,0.0,13.5,0,0,0,0,0,0,0,1,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,34,225,1156,9,225,1,2.25,0.25,182.25,1156,4
120000.0,0,4,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,12,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9b2021c59,1,2,0,3,0.5,15.0,0.0,13.5,0,0,0,0,0,0,1,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,32,144,1024,9,225,1,2.25,0.25,182.25,1024,4
120000.0,0,4,0,1,1,1,1.0,0,1,1,1,1,2,1,2,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9b2021c59,1,2,0,3,0.5,15.0,0.0,13.5,1,0,0,0,0,0,0,0,0,2,1.5,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,5,0,25,9,225,1,2.25,0.25,182.25,25,4
110000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,90ca3ab50,1,2,0,3,0.5,6.0,0.0,6.5,0,0,1,0,0,0,0,0,0,3,1.0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,59,36,3481,9,36,1,1.0,0.25,42.25,3481,4
110000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,7,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,90ca3ab50,1,2,0,3,0.5,6.0,0.0,6.5,0,0,0,1,0,0,0,0,0,3,1.0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,55,49,3025,9,36,1,1.0,0.25,42.25,3025,4
110000.0,0,5,0,1,1,0,0.0,0,2,2,0,1,1,0,3,3,3,3,7,1.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,90ca3ab50,1,2,0,3,0.5,6.0,0.0,6.5,0,0,0,0,0,1,0,0,0,3,1.0,0,0,1,0,0,0,1,1,3,1,0,0,0,0,0,1,0,15,49,225,9,36,1,1.0,0.25,42.25,225,4
62539.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,0,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,311b683b8,1,2,0,3,0.5,3.0,0.0,4.5,1,0,0,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,6,0,36,9,9,1,9.0,0.25,20.25,36,2
62539.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,3,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,311b683b8,1,2,0,3,0.5,3.0,0.0,4.5,0,1,0,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,39,9,1521,9,9,1,9.0,0.25,20.25,1521,2
62539.0,0,3,0,1,1,0,0.0,1,1,2,0,1,1,1,2,3,3,3,6,0.0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,311b683b8,1,2,0,3,0.5,3.0,0.0,4.5,0,0,1,0,0,0,0,0,0,1,3.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,44,36,1936,9,9,1,9.0,0.25,20.25,1936,2
0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,13,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,334b441b2,1,3,0,4,0.33333334,0.0,7.0,11.666667,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,23,169,529,16,0,1,1.7777778999999998,0.11111112,136.11111,529,4
0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,6,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,334b441b2,1,3,0,4,0.33333334,0.0,7.0,11.666667,0,0,1,0,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,18,36,324,16,0,1,1.7777778999999998,0.11111112,136.11111,324,4
0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,7,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,334b441b2,1,3,0,4,0.33333334,0.0,7.0,11.666667,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,51,49,2601,16,0,1,1.7777778999999998,0.11111112,136.11111,2601,4
0.0,0,5,0,1,1,0,0.0,0,2,2,0,2,2,0,4,4,4,4,9,0.0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,334b441b2,1,3,0,4,0.33333334,0.0,7.0,11.666667,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,20,81,400,16,0,1,1.7777778999999998,0.11111112,136.11111,400,4
0.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,5,0.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,52bbcd0e8,0,2,2,2,8.0,5.0,0.0,3.5,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,69,25,4761,4,25,0,0.44444448,64.0,12.25,4761,2
0.0,0,6,0,1,1,0,0.0,0,1,1,0,1,1,0,2,2,2,2,2,0.0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,52bbcd0e8,0,2,2,2,8.0,5.0,0.0,3.5,0,1,0,0,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,67,4,4489,4,25,0,0.44444448,64.0,12.25,4489,2
0.0,0,4,0,1,1,0,0.0,0,0,0,0,1,1,0,1,1,1,1,11,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3e112d185,0,1,0,1,0.0,0.0,11.0,11.0,0,0,0,0,1,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,45,121,2025,1,0,0,0.25,0.0,121.0,2025,4
